1 ; 21.01.2014 ; 0 ; 1000000 ; 0,01
1 ; 21.01.2014 ; 1000001 ; 5000000 ; 15
1 ; 21.01.2014 ; 5000001 ; 15000000 ; 41
1 ; 21.01.2014 ; 15000001 ; 999999999999 ; 45
1 ; 18.02.2014 ; 0 ; 1000000 ; 0,01
1 ; 18.02.2014 ; 1000001 ; 5000000 ; 15
1 ; 18.02.2014 ; 5000001 ; 15000000 ; 39
1 ; 18.02.2014 ; 15000001 ; 999999999999 ; 43
1 ; 28.02.2014 ; 0 ; 1000000 ; 0,01
1 ; 28.02.2014 ; 1000001 ; 5000000 ; 15
1 ; 28.02.2014 ; 5000001 ; 15000000 ; 40
1 ; 28.02.2014 ; 15000001 ; 50000000 ; 40,5
1 ; 28.02.2014 ; 50000001 ; 999999999999 ; 41
1 ; 31.03.2014 ; 0 ; 1000000 ; 0,01
1 ; 31.03.2014 ; 1000001 ; 5000000 ; 15
1 ; 31.03.2014 ; 5000001 ; 15000000 ; 32
1 ; 31.03.2014 ; 15000001 ; 50000000 ; 37
1 ; 31.03.2014 ; 50000001 ; 999999999999 ; 38
1 ; 16.04.2014 ; 0 ; 1000000 ; 0,01
1 ; 16.04.2014 ; 1000001 ; 5000000 ; 14
1 ; 16.04.2014 ; 5000001 ; 15000000 ; 31
1 ; 16.04.2014 ; 15000001 ; 50000000 ; 36
1 ; 16.04.2014 ; 50000001 ; 999999999999 ; 37
1 ; 19.05.2014 ; 0 ; 1000000 ; 0,01
1 ; 19.05.2014 ; 1000001 ; 5000000 ; 13
1 ; 19.05.2014 ; 5000001 ; 15000000 ; 30
1 ; 19.05.2014 ; 15000001 ; 50000000 ; 35
1 ; 19.05.2014 ; 50000001 ; 999999999999 ; 36
1 ; 16.06.2014 ; 0 ; 1000000 ; 0,01
1 ; 16.06.2014 ; 1000001 ; 5000000 ; 13
1 ; 16.06.2014 ; 5000001 ; 15000000 ; 30
1 ; 16.06.2014 ; 15000001 ; 50000000 ; 34
1 ; 16.06.2014 ; 50000001 ; 999999999999 ; 35
1 ; 30.06.2014 ; 0 ; 1000000 ; 0,01
1 ; 30.06.2014 ; 1000001 ; 5000000 ; 14
1 ; 30.06.2014 ; 5000001 ; 15000000 ; 29
1 ; 30.06.2014 ; 15000001 ; 50000000 ; 33
1 ; 30.06.2014 ; 50000001 ; 999999999999 ; 34
1 ; 16.07.2014 ; 0 ; 1000000 ; 0,01
1 ; 16.07.2014 ; 1000001 ; 5000000 ; 13
1 ; 16.07.2014 ; 5000001 ; 15000000 ; 28
1 ; 16.07.2014 ; 15000001 ; 50000000 ; 32
1 ; 16.07.2014 ; 50000001 ; 999999999999 ; 33
1 ; 04.08.2014 ; 0 ; 1000000 ; 0,01
1 ; 04.08.2014 ; 1000001 ; 5000000 ; 12
1 ; 04.08.2014 ; 5000001 ; 15000000 ; 27
1 ; 04.08.2014 ; 15000001 ; 50000000 ; 30
1 ; 04.08.2014 ; 50000001 ; 999999999999 ; 31
1 ; 13.08.2014 ; 0 ; 1000000 ; 0,01
1 ; 13.08.2014 ; 1000001 ; 5000000 ; 11,5
1 ; 13.08.2014 ; 5000001 ; 15000000 ; 26,5
1 ; 13.08.2014 ; 15000001 ; 50000000 ; 29,5
1 ; 13.08.2014 ; 50000001 ; 999999999999 ; 30,5
1 ; 17.10.2014 ; 0 ; 1000000 ; 0,01
1 ; 17.10.2014 ; 1000001 ; 5000000 ; 11,5
1 ; 17.10.2014 ; 5000001 ; 15000000 ; 26,5
1 ; 17.10.2014 ; 15000001 ; 50000000 ; 28,5
1 ; 17.10.2014 ; 50000001 ; 999999999999 ; 29,5
1 ; 04.11.2014 ; 0 ; 1000000 ; 0,01
1 ; 04.11.2014 ; 1000001 ; 5000000 ; 11,5
1 ; 04.11.2014 ; 5000001 ; 15000000 ; 25
1 ; 04.11.2014 ; 15000001 ; 50000000 ; 28
1 ; 04.11.2014 ; 50000001 ; 999999999999 ; 29
2 ; 05.03.2014 ; 0 ; 4999999 ; 23,5
2 ; 05.03.2014 ; 5000000 ; 9999999 ; 40
2 ; 05.03.2014 ; 10000000 ; 49999999 ; 41
2 ; 05.03.2014 ; 50000000 ; 999999999999 ; 42
2 ; 13.03.2014 ; 0 ; 4999999 ; 23,5
2 ; 13.03.2014 ; 5000000 ; 9999999 ; 36
2 ; 13.03.2014 ; 10000000 ; 49999999 ; 37
2 ; 13.03.2014 ; 50000000 ; 999999999999 ; 38
2 ; 19.03.2014 ; 0 ; 4999999 ; 23,5
2 ; 19.03.2014 ; 5000000 ; 9999999 ; 32
2 ; 19.03.2014 ; 10000000 ; 49999999 ; 33
2 ; 19.03.2014 ; 50000000 ; 999999999999 ; 34
2 ; 16.04.2014 ; 0 ; 4999999 ; 22,5
2 ; 16.04.2014 ; 5000000 ; 9999999 ; 31
2 ; 16.04.2014 ; 10000000 ; 49999999 ; 32
2 ; 16.04.2014 ; 50000000 ; 999999999999 ; 33
2 ; 19.05.2014 ; 0 ; 4999999 ; 21,5
2 ; 19.05.2014 ; 5000000 ; 9999999 ; 30
2 ; 19.05.2014 ; 10000000 ; 49999999 ; 31
2 ; 19.05.2014 ; 50000000 ; 999999999999 ; 32
