18.08.2012 0:00:00 ; BYR ; 8320
18.08.2012 0:00:00 ; EUR ; 0,8097
19.08.2012 0:00:00 ; BYR ; 8320
19.08.2012 0:00:00 ; EUR ; 0,8097
20.08.2012 0:00:00 ; BYR ; 8320
20.08.2012 0:00:00 ; EUR ; 0,8097
21.08.2012 0:00:00 ; BYR ; 8320
21.08.2012 0:00:00 ; EUR ; 0,8065
22.08.2012 0:00:00 ; BYR ; 8320
22.08.2012 0:00:00 ; EUR ; 0,8032
23.08.2012 0:00:00 ; BYR ; 8330
23.08.2012 0:00:00 ; EUR ; 0,7968
24.08.2012 0:00:00 ; BYR ; 8330
24.08.2012 0:00:00 ; EUR ; 0,7968
25.08.2012 0:00:00 ; BYR ; 8330
25.08.2012 0:00:00 ; EUR ; 0,7968
26.08.2012 0:00:00 ; BYR ; 8330
26.08.2012 0:00:00 ; EUR ; 0,7968
27.08.2012 0:00:00 ; BYR ; 8340
27.08.2012 0:00:00 ; EUR ; 0,8
28.08.2012 0:00:00 ; BYR ; 8340
28.08.2012 0:00:00 ; EUR ; 0,8
29.08.2012 0:00:00 ; BYR ; 8350
29.08.2012 0:00:00 ; EUR ; 0,7968
30.08.2012 0:00:00 ; BYR ; 8390
30.08.2012 0:00:00 ; EUR ; 0,7968
31.08.2012 0:00:00 ; BYR ; 8380
31.08.2012 0:00:00 ; EUR ; 0,8
01.09.2012 0:00:00 ; BYR ; 8400
01.09.2012 0:00:00 ; EUR ; 0,7968
02.09.2012 0:00:00 ; BYR ; 8400
02.09.2012 0:00:00 ; EUR ; 0,7968
03.09.2012 0:00:00 ; BYR ; 8400
03.09.2012 0:00:00 ; EUR ; 0,7937
04.09.2012 0:00:00 ; BYR ; 8390
04.09.2012 0:00:00 ; EUR ; 0,7937
05.09.2012 0:00:00 ; BYR ; 8400
05.09.2012 0:00:00 ; EUR ; 0,7968
06.09.2012 0:00:00 ; BYR ; 8410
06.09.2012 0:00:00 ; EUR ; 0,7937
07.09.2012 0:00:00 ; BYR ; 8410
07.09.2012 0:00:00 ; EUR ; 0,7874
08.09.2012 0:00:00 ; BYR ; 8420
